Candidate,Coverage End Date,District,Elected?,Elected?1,Incumbent/ Challenger/Open,Party,Party Group,Representative,State,State Match,State Not Selected,Win?,Cash On Hand,Contributions  from Individuals,Contributions and Loans from   the Candidate,Contributions from PACs and Other Committees,Debts,Disbursements,Receipts,Replace Null With 0,sum receipts,Gender
"HANSEL, GEORGE",12/31/2022,2,FALSE,No,Challenger,Republican Party,Republican Party,,New Hampshire,FALSE,TRUE,,246.08,389954.32,43300,14100,46252.21,447108.24,447354.32,0,447354.32,Male
"PAPPAS, CHRIS",12/31/2022,1,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"PAPPAS, CHRIS",New Hampshire,FALSE,TRUE,1,113226.3,3595618.03,0,1202976.96,0,5264218.86,5163533.11,1,4798594.99,Male
"KUSTER, ANN MCLANE",12/31/2022,2,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"KUSTER, ANN MCLANE",New Hampshire,FALSE,TRUE,1,146137.74,2642134.29,0,1685163.56,0,5376562.04,4449614.47,1,4327297.85,Female
"DESANTIS, MARIO",6/30/2022,1,FALSE,No,Challenger,Democratic Party,Democratic Party,,New Jersey,FALSE,TRUE,,-318.83,9133.74,40,0,0,8548.74,9705.98,0,9173.74,Male
"OAKLEY, IMANI RAINE",6/30/2022,10,FALSE,No,Challenger,Democratic Party,Democratic Party,,New Jersey,FALSE,TRUE,,0,461630.97,40,1000,0,462671.84,462671.84,0,462670.97,Female
"TAVAREZ, HECTOR MR",12/31/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,New Jersey,FALSE,TRUE,,0,55536.32,26765,500,0,79581.98,82832.19,0,82801.32,Male
"RUSH, CAROLYN",12/31/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,New Jersey,FALSE,TRUE,,860.03,54736.08,10000,0,5000,83550.84,64736.08,0,64736.08,Female
"ALEXANDER, TIMOTHY C",12/31/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,New Jersey,FALSE,TRUE,,14871.57,450164.86,5443.99,46394,5000,487473.71,502345.28,0,502002.85,Male
"JENKINS, MATTHEW",12/31/2022,4,FALSE,No,Challenger,Democratic Party,Democratic Party,,New Jersey,FALSE,TRUE,,3311.91,41545.25,0,1000,0,39233.34,42545.25,0,42545.25,Male
"WILDES, MICHAEL",12/31/2022,9,FALSE,No,Challenger,Democratic Party,Democratic Party,,New Jersey,FALSE,TRUE,,875419.81,0,0,0,0,3484,16725.86,0,0,Male
"PARK, CHARLES",12/31/2022,1,FALSE,No,Challenger,Independent,Third Party,,New Jersey,FALSE,TRUE,,3136.41,0,5000,0,0,1863.59,5000,0,5000,Male
"KLINE, PATRICIA",12/31/2022,1,FALSE,No,Challenger,Independent,Third Party,,New Jersey,FALSE,TRUE,,0,0,3800,0,4377.73,12688.64,13688.64,0,3800,Female
"FERRIGNO, TREVOR JAMES MR.",10/15/2022,5,FALSE,No,Challenger,Independent,Third Party,,New Jersey,FALSE,TRUE,,563.42,150,2534.84,0,200,2117.42,2672.14,0,2684.84,Male
"FERNANDEZ, VERONICA",9/30/2022,7,FALSE,No,Challenger,Independent,Third Party,,New Jersey,FALSE,TRUE,,-507.95,979,3713.37,0,0,4089.97,4692.37,0,4692.37,Female
"CULLEN, JASON CULLEN",6/30/2022,4,FALSE,No,Challenger,Libertarian Party,Third Party,,New Jersey,FALSE,TRUE,,-659.43,0,0,0,0,659.43,0,0,0,Male
GREGORY SOBOCINSKI,12/31/2022,3,FALSE,No,Challenger,No Party Affiliation,Third Party,,New Jersey,FALSE,TRUE,,1044.05,9264.9,2000,0,0,9471.19,11264.9,0,11264.9,Male
"VELLUCCI, LOUIS",12/31/2022,5,FALSE,No,Challenger,Other,Third Party,,New Jersey,FALSE,TRUE,,37.57,2925,4134.89,0,0,6800.55,7059.89,0,7059.89,Male
"GUSTAFSON, CLAIRE H.",6/30/2022,1,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,30882,0,0,0,0,15544,38650,0,0,Female
"GALDO, DAMON M",12/31/2022,1,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,215.1,2045,0,0,3925.39,1829.9,2045,0,2045,Male
"BROTSCHOL, HILLERY",2/10/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,511.41,12904.15,10000,0,0,13509.09,22905.38,0,22904.15,Male
"FRISCIA, LARRY",5/18/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,31298,0,0,0,31298,31298,0,31298,Male
"CASHA, LAWRENCE A",7/1/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,98686,18345.67,175,0,117645.67,117645.67,0,117206.67,Male
"DEGROOT, PAUL",11/28/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,30684.25,251336.75,456521.75,2200,456521.75,679374.25,710058.5,0,710058.5,Male
"KOVIC, ROBERT D.",12/31/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,5315.18,43327.56,0,0,0,33258.61,43327.56,0,43327.56,Male
"SELEN, TAYFUN",12/31/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,18934.13,244475,20000,6000,0,251540.87,270475,0,270475,Male
"ANDERSON, TOBY",12/31/2022,11,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,1207.56,39155,116188.55,300,6875,155195.99,156403.55,0,155643.55,Male
"MAYFIELD, DARIUS",12/31/2022,12,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,6196.91,264839.72,250,796.15,0,260131.98,266328.89,0,265885.87,Male
"HYLAND, SHAWN",3/31/2022,3,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,60370,0,2000,0,62370,62370,0,62370,Male
"SMITH, IAN",9/30/2022,3,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,-73151.41,173584.32,0,0,0,173603.28,173584.32,0,173584.32,Male
"FERRARA, NICHOLAS JUDE",12/31/2022,3,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,16.13,2435,67200,0,66900,70189.7,70205.83,0,69635,Male
"HEALEY, ROBERT JR",12/31/2022,3,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,60973.67,1575237.97,2760025,183082.84,2760000,4652465.77,4713439.44,0,4518345.81,Male
"BURG, DAVID LOREN",4/7/2022,4,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,35791,2500,0,0,38291,38291,0,38291,Male
"BLASI, MICHAEL",5/23/2022,4,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,71995.46,11500,0,0,83595.46,83495.46,0,83495.46,Male
"FLANAGAN, TRICIA",6/7/2022,4,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,26.37,10427.96,0,0,0,10303.01,10430.21,0,10427.96,Female
"GRAY, STEVEN SCOTT MR.",7/14/2022,4,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,33948.58,80029.95,0,0,113978.53,113978.53,0,113978.53,Male
"CRISPI, MICHAEL",12/31/2022,4,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,1487.82,132533.06,44310.22,2250,36500,181869.46,183357.28,0,179093.28,Male
"D'AGOSTINO, NICHOLAS A. MR.",1/31/2022,5,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,1250.41,10792.42,0,13494.29,13859.24,12859.64,0,12042.83,Male
"PALLOTTA, FRANK",12/31/2022,5,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,2598.14,574697.01,230500,25420,0,1003525.98,982795.94,0,830617.01,Male
"DE GREGORIO, NICHOLAS",12/31/2022,5,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,2887.46,907636.06,0,19550,60552.88,924761.41,927648.87,0,927186.06,Male
"SCHNEIDERMAN, FRED",12/31/2022,5,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,2474.52,116393,164748.85,1000,72500,279667.33,282141.85,0,282141.85,Male
"TOOMEY, THOMAS AUGUSTINE MR.",11/3/2022,6,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,118917.84,0,5500,0,124656.95,124656.95,0,124417.84,Male
"KILEY, SUSAN M",12/31/2022,6,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,267647.33,100020.22,31809.5,0,399477.05,399477.05,0,399477.05,Female
"MEHTA, RIK",12/31/2022,6,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,597.03,89577.78,92900,0,320000,182733.76,182777.78,0,182477.78,Male
"ISEMANN, JOHN HENRY",7/2/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,96235.27,31892.79,0,0,128309.89,128309.89,0,128128.06,Male
"DORLON, KEVIN BRENDAN MR.",7/15/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,1047.95,30613.78,0,0,0,32649.67,33647.62,0,30613.78,Male
"PETERSON, ERIK",7/15/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,62913.31,652,3500,0,68595.31,68595.31,0,67065.31,Male
"TRUGMAN, ROBERT G.",7/29/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,8145,12500,0,0,22305.01,20645,0,20645,Male
"FLORA, JOHN P",9/30/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,27.39,29352.32,3700,0,15885,46909.93,46937.32,0,33052.32,Male
"RIZZO, PHIL",12/31/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,249772,11600,250,0,261958.34,261958.34,0,261622,Male
"QUINN, PATRICK JAMES MR. III",9/30/2022,9,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,0,3050,0,0,0,3050,3050,0,3050,Male
"PREMPEH, WILLIAM SREBOE",12/31/2022,9,FALSE,No,Challenger,Republican Party,Republican Party,,New Jersey,FALSE,TRUE,,29033.91,302109.77,0,6000,0,293023.19,309100.35,0,308109.77,Male
"MALINOWSKI, TOM",12/31/2022,7,FALSE,No,Incumbent,Democratic Party,Democratic Party,,New Jersey,FALSE,TRUE,,17068.25,7890348.34,60.49,810707.35,26974.65,9012861,8978834,0,8701116.18,Male
"SIRES, ALBIO*",12/31/2022,8,FALSE,No,Incumbent,Democratic Party,Democratic Party,,New Jersey,FALSE,TRUE,,87861.81,131640,0,90500,0,344612.51,224140,0,222140,Male
"ROJAS, RICARDO LUIS",3/31/2022,8,FALSE,No,Open,Democratic Party,Democratic Party,,New Jersey,FALSE,TRUE,,6904.92,13658,0,0,0,6753.08,13658,0,13658,Male
"VARELA, BRIAN",6/30/2022,8,FALSE,No,Open,Democratic Party,Democratic Party,,New Jersey,FALSE,TRUE,,1358.75,36545.01,595000,0,0,631298.35,632657.1,0,631545.01,Male
"OCAMPO GRAJALES, DAVID",9/30/2022,8,FALSE,No,Open,Democratic Party,Democratic Party,,New Jersey,FALSE,TRUE,,0,35111.76,6000,0,0,41191.7,41191.7,0,41111.76,Male
"KEAN, THOMAS H. JR.",12/31/2022,7,TRUE,Yes,Challenger,Republican Party,Republican Party,"KEAN, THOMAS H. JR.",New Jersey,FALSE,TRUE,1,94078.89,3110794.83,0,587197.51,8311.12,4476338.05,4476737.53,1,3697992.34,Male
"NORCROSS, DONALD W",12/31/2022,1,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"NORCROSS, DONALD W",New Jersey,FALSE,TRUE,1,556948.14,1066851.7,0,1095600.01,0,3536139.12,2168423.53,1,2162451.71,Male
"PAYNE, DONALD M. JR",12/31/2022,10,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"PAYNE, DONALD M. JR",New Jersey,FALSE,TRUE,1,48350.07,603092.2,0,775258.1,0,1508721.53,1375799.76,1,1378350.3,Male
"SHERRILL, MIKIE",12/31/2022,11,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"SHERRILL, MIKIE",New Jersey,FALSE,TRUE,1,618196.25,4645878.38,0,1294290.38,0,8842064.86,6328539.87,1,5940168.76,Female
"COLEMAN, BONNIE WATSON",12/31/2022,12,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"COLEMAN, BONNIE WATSON",New Jersey,FALSE,TRUE,1,68641.92,448763.34,0,481194.1,0,968975.44,930457.44,1,929957.44,Female
"KIM, ANDY",12/31/2022,3,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"KIM, ANDY",New Jersey,FALSE,TRUE,1,162532.59,5789812.36,0,954046.25,0,7536464.94,7147162.97,1,6743858.61,Male
"GOTTHEIMER, JOSH",12/31/2022,5,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"GOTTHEIMER, JOSH",New Jersey,FALSE,TRUE,1,13381038.1,6074873.98,0,1952510.84,0,3826861.38,8858801.07,1,8027384.82,Male
"PALLONE, FRANK JR",12/31/2022,6,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"PALLONE, FRANK JR",New Jersey,FALSE,TRUE,1,2686743.08,1123162.48,0,2020454.76,0,3795592.65,3144739.98,1,3143617.24,Male
"PASCRELL, WILLIAM J. HON. JR.",12/31/2022,9,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"PASCRELL, WILLIAM J. HON. JR.",New Jersey,FALSE,TRUE,1,1361044.87,618495.52,0,958703.08,0,1620568.42,1577229.24,1,1577198.6,Male
"VAN DREW, JEFF MR",12/31/2022,2,TRUE,Yes,Incumbent,Republican Party,Republican Party,"VAN DREW, JEFF MR",New Jersey,FALSE,TRUE,1,479411.3,2145284.47,0,521275,0,2831986.87,3119520.28,1,2666559.47,Male
"SMITH, CHRISTOPHER H",12/31/2022,4,TRUE,Yes,Incumbent,Republican Party,Republican Party,"SMITH, CHRISTOPHER H",New Jersey,FALSE,TRUE,1,226433.26,1037801.62,0,441229.74,0,1409288.38,1494147.31,1,1479031.36,Male
"MENENDEZ, ROBERT J.",12/31/2022,8,TRUE,Yes,Open,Democratic Party,Democratic Party,"MENENDEZ, ROBERT J.",New Jersey,FALSE,TRUE,1,355195.44,1351233.73,0,356273,0,1397774.05,1752969.49,1,1707506.73,Male
"SEDILLO LOPEZ, ANTOINETTE",7/2/2021,1,FALSE,No,Challenger,Democratic Party,Democratic Party,,New Mexico,FALSE,TRUE,,0,46557.65,0,6800,0,120038.62,53357.65,0,53357.65,Female
"LOUIS, GEORGENE",6/30/2022,1,FALSE,No,Challenger,Democratic Party,Democratic Party,,New Mexico,FALSE,TRUE,,0,96364.4,1837.9,2895.13,0,101110.95,101110.95,0,101097.43,Female
"PATEL, DARSHAN DR.",6/30/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,New Mexico,FALSE,TRUE,,2231.37,60427,0,7022,0,65668.66,67900.03,0,67449,Male
"MARTINEZ, ELISA",5/23/2021,1,FALSE,No,Challenger,Republican Party,Republican Party,,New Mexico,FALSE,TRUE,,0,742,0,0,0,3350.85,742,0,742,Female
"SANCHEZ, LOUIE",6/30/2022,1,FALSE,No,Challenger,Republican Party,Republican Party,,New Mexico,FALSE,TRUE,,0,52377,121830.11,0,0,174207.11,174207.11,0,174207.11,Male
"GARCIA HOLMES, MICHELLE",12/31/2022,1,FALSE,No,Challenger,Republican Party,Republican Party,,New Mexico,FALSE,TRUE,,1699.35,231052.28,104165.78,32400,4165.78,401736.8,391731.56,0,367618.06,Female
"MARTINEZ JOHNSON, ALEXIS",12/31/2022,3,FALSE,No,Challenger,Republican Party,Republican Party,,New Mexico,FALSE,TRUE,,2351.05,231739.21,0,49055,9387.5,301184.5,303535.55,0,280794.21,Female
"HAALAND, DEBRA*",12/31/2022,1,FALSE,No,Incumbent,Democratic Party,Democratic Party,,New Mexico,FALSE,TRUE,,240997.78,1340.65,0,0,0,151818.8,1973.9,0,1340.65,Female
"HERRELL, STELLA YVETTE",12/31/2022,2,FALSE,No,Incumbent,Republican Party,Republican Party,,New Mexico,FALSE,TRUE,,107106.16,3331924.57,0,845855.65,0,4378712.91,4431274.96,0,4177780.22,Female
"ROYBAL CABALLERO, PATRICIA",5/20/2021,1,FALSE,No,Open,Democratic Party,Democratic Party,,New Mexico,FALSE,TRUE,,4017.43,16168.96,0,500,0,12651.53,16668.96,0,16668.96,Female
"FERNANDEZ, FRANCISCO",6/30/2021,1,FALSE,No,Open,Democratic Party,Democratic Party,,New Mexico,FALSE,TRUE,,0,8375.5,0,0,0,8375.5,8375.5,0,8375.5,Male
"MCGINN, RANDI",6/30/2021,1,FALSE,No,Open,Democratic Party,Democratic Party,,New Mexico,FALSE,TRUE,,0,261579.51,10000,6000,0,494581.9,279693.9,0,277579.51,Female
"REYES, VICTOR",9/21/2021,1,FALSE,No,Open,Democratic Party,Democratic Party,,New Mexico,FALSE,TRUE,,0,154324.25,0,19300,0,178468.41,178468.41,0,173624.25,Male
"MANNING, CHRISTOPHER",6/30/2021,1,FALSE,No,Open,Libertarian Party,Third Party,,New Mexico,FALSE,TRUE,,3140.89,4098.76,1162,0,0,2119.87,5260.76,0,5260.76,Male
"DUNN, AUBREY",7/9/2021,1,FALSE,No,Open,No Party Affiliation,Third Party,,New Mexico,FALSE,TRUE,,0,26901.5,75000,0,0,101901.5,101901.5,0,101901.5,Male
"MOORES, MARK",9/13/2021,1,FALSE,No,Open,Republican Party,Republican Party,,New Mexico,FALSE,TRUE,,0,511328.85,200000,69601.94,0,781532.96,781532.96,0,780930.79,Male
"ARAGON, EDDY",12/31/2022,1,FALSE,No,Open,Republican Party,Republican Party,,New Mexico,FALSE,TRUE,,446.03,16592.76,0,0,0,16146.73,16592.76,0,16592.76,Male
"STANSBURY, MELANIE",12/31/2022,1,TRUE,Yes,Challenger,Democratic Party,Democratic Party,"STANSBURY, MELANIE",New Mexico,FALSE,TRUE,1,11340.52,2834868.94,0,705212.67,0,3610145.06,3570362.65,1,3540081.61,Female
"VASQUEZ, GABRIEL",12/31/2022,2,TRUE,Yes,Challenger,Democratic Party,Democratic Party,"VASQUEZ, GABRIEL",New Mexico,FALSE,TRUE,1,22776.73,3059190.58,400,414715.3,0,3664921.26,3687697.99,1,3474305.88,Male
"LEGER FERNANDEZ, TERESA",12/31/2022,3,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"LEGER FERNANDEZ, TERESA",New Mexico,FALSE,TRUE,1,36320.02,2427317.99,0,594285,0,3248378.61,3123228.14,1,3021602.99,Female
"FLEMING, BRIDGET",12/31/2022,1,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,22346.45,2355788.84,1000,311400,0,2679869.96,2690504.26,0,2668188.84,Female
"LI, JIMMY JIANG",10/7/2022,10,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,0,80011,21710,0,0,101721,101721,0,101721,Male
"NIOU, YUH-LINE",10/18/2022,10,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,0,581836.23,0,5850,0,602838.29,602838.29,0,587686.23,Female
"ROBINSON, BRIAN JEFFREY",11/8/2022,10,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,46796.88,113300,88021.71,0,0,184524.83,231321.71,0,201321.71,Male
"MARON, MAUD",12/31/2022,10,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,0,109172.43,0,0,0,109172.43,109172.43,0,109172.43,Female
"KIM, ELIZABETH",12/31/2022,10,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,62320.51,229375.72,0,0,0,167055.21,229375.72,0,229375.72,Female
"HOLTZMAN, ELIZABETH",12/31/2022,10,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,0,312041.75,10500,9500,0,340676,340541.75,0,332041.75,Female
"RIVERA, CARLINA",12/31/2022,10,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,-105216.8,785666.82,5800,24500,0,921183.62,815966.82,0,815966.82,Female
"DE BLASIO, BILL",12/31/2022,10,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,163686.58,548857.26,0,11000,1168.75,396457.06,560143.64,0,559857.26,Male
"SIMON, JO ANNE",12/31/2022,10,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,65074.1,158497.28,409000,4500,404000,514423.18,579497.28,0,571997.28,Female
"DECILLIS, ALFRED MICHAEL",1/1/2022,11,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,0,33435.99,100,0,0,33535.99,33535.99,0,33535.99,Male
"AGODA-KOUSSEMA, KOMI L.T. DR.",8/3/2022,11,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,7285.37,8160.88,144547.76,0,12000,145423.27,152708.64,0,152708.64,Male
"RAMOS DEBARROS, BRITTANY",12/31/2022,11,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,125151.94,684728.98,796.6,12360.84,0,616919.09,742071.03,0,697886.42,Female
"ROSE, MAX",12/31/2022,11,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,7286.83,3606495.6,0,271050,0,4091798.14,4099084.97,0,3877545.6,Male
"CONTRERAS, MAYA",12/31/2022,12,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,0,104294.76,0,0,0,93636.45,104294.76,0,104294.76,Female
"ABDELHAMID, RANA",12/31/2022,12,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,136241.13,994294.31,0,10400,0,932349.81,1068590.94,0,1004694.31,Female
"SHETH, ASHMI",12/31/2022,12,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,412.11,234595.47,6667.11,6000,1450,247815.53,248227.64,0,247262.58,Female
"PATEL, SURAJ",12/31/2022,12,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,311.62,1431460.2,316670.22,5000,487500,1765599.44,1763759.57,0,1753130.42,Male
"WILLIAMS, LINDSEY DEMART",3/31/2022,13,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,967.66,41494,0,0,0,26524.34,41494,0,41494,Female
"GASHI, VEDAT",9/30/2022,16,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,58143.5,895340,0,11500,0,849249.17,907392.67,0,906840,Male
"CASANOVA DOMINGUEZ, MANUEL IGNACIO",12/31/2022,16,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,41.3,28628,40400,0,50000,69270.3,69311.6,0,69028,Male
"JAFFE, MARK",12/31/2022,16,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,47790.16,2450,100000,0,57555.96,54659.84,102450,0,102450,Male
"PARKER, CATHERINE F",12/31/2022,16,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,8683.62,268039.73,139000,0,139000,403766.26,412370.68,0,407039.73,Female
"BIAGGI, ALESSANDRA",12/31/2022,17,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,256.34,863835.12,23170.84,6980,18292,903666.93,903923.27,0,893985.96,Female
"MCCLINTON, SAKIMA",12/31/2021,18,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,0,0,0,0,0,1902.62,2.76,0,0,Female
"MILLS, AISHA",12/31/2022,18,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,5175.16,43327,7107.17,10000,20408.85,55259.01,60434.17,0,60434.17,Female
"CHENEY, JAMIE",10/18/2022,19,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,0,646894.75,100500,13000,0,760394.75,760394.75,0,760394.75,Male
"RILEY, JOSH",12/31/2022,19,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,17026.53,3634638.83,12000,366367.33,0,4177164.41,4194190.94,0,4013006.16,Male
"GORDON, JACQUELINE",12/31/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,31601.05,1342411.11,0,367814.78,0,1737968.22,1752171.46,0,1710225.89,Female
"FALLON-UNDERWOOD, JACK",3/31/2022,20,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,0,2430.58,1052.44,0,0,3483.02,3483.02,0,3483.02,Male
"CHAIRES, JUSTIN RAPHAEL MR",5/9/2022,20,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,0,11665.12,400,0,0,11871.23,12085.12,0,12065.12,Male
"RAR, ROSTISLAV",9/30/2022,20,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,-787.8,6487.37,9800,0,0,17262.83,16287.37,0,16287.37,Male
"FARRELL, BRIDIE",6/30/2022,21,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,0,271478.22,116.75,2000,0,277764.72,277764.72,0,273594.97,Female
"WATSON, EZRA",8/21/2022,21,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,616.33,3907,25,0,0,3534.45,4150.78,0,3932,Male
"PUTORTI, MATTHEW",10/6/2022,21,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,0,935155.69,0,0,0,936552.39,936552.39,0,935155.69,Male
"CASTELLI, MATT",12/31/2022,21,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,100534.96,2474546.53,5800,39000,0,2424510.88,2525045.84,0,2519346.53,Male
"RIDLEY, MIKAYLA",4/13/2022,22,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,13.2,8810.64,0,0,0,8797.44,8810.64,0,8810.64,Female
"BRINDISI, ANTHONY",8/23/2022,22,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,0,0,0,0,0,353189.12,100565.62,0,0,Male
"ROBERTS, SAM",11/20/2022,22,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,6265.53,112174,10000,18350,14060.39,134334.47,140600,0,140524,Male
"KLEE HOOD, SARAH",12/31/2022,22,FALSE,No,Challenger,Democratic Party,Democratic Party,,New York,FALSE,TRUE,,591.65,117922.08,44590.22,10700,36442.56,173199.71,173791.36,0,173212.3,Female
